ID,Name,Age,Overall,Club,Value,Wage,Preferred Foot,Height,Weight
233097,R. van Drongelen,19,71,Hamburger SV,€3.6M,€4K,Left,6'1,179lbs
234889,F. Jensen,20,71,FC Augsburg,€3.7M,€11K,Right,6'0,176lbs
234122,Artur,22,71,Columbus Crew SC,€2.7M,€5K,Right,5'11,154lbs
194956,Edgar Costa,31,71,Clube Sport Marítimo,€2.1M,€7K,Right,5'10,172lbs
214413,S. Martínez,24,71,CD Huachipato,€2.5M,€7K,Right,5'9,150lbs
215437,D. Fisher,24,71,Preston North End,€2.6M,€8K,Right,5'9,154lbs
155533,L. Clarke,33,71,Sheffield United,€1.5M,€10K,Right,6'2,196lbs
186253,T. Hubočan,32,71,Olympique de Marseille,€1.4M,€23K,Right,6'0,154lbs
190093,Dani Castellano,30,71,UD Las Palmas,€1.7M,€7K,Left,5'11,154lbs
190094,Javi Castellano,30,71,UD Las Palmas,€1.8M,€7K,Right,6'0,161lbs
204687,P. Olkowski,28,71,Bolton Wanderers,€1.9M,€8K,Right,6'0,168lbs
150415,M. Caligiuri,34,71,SpVgg Greuther Fürth,€725K,€7K,Right,5'11,165lbs
236175,Marlion Rolim,26,71,Cruzeiro,€2.5M,€18K,Right,5'9,154lbs
198032,D. Burn,26,71,Wigan Athletic,€2.4M,€25K,Left,6'6,192lbs
204688,S. Schwab,27,71,SK Rapid Wien,€2.2M,€11K,Left,6'0,172lbs
224656,O. Aina,21,71,Torino,€3.2M,€16K,Right,6'0,181lbs
225680,A. Mina,27,71,Yeni Malatyaspor,€2.3M,€9K,Right,6'3,185lbs
215441,S. Guirassy,22,71,1. FC Köln,€3.5M,€13K,Right,6'2,181lbs
223633,L. Paqarada,23,71,SV Sandhausen,€2.6M,€4K,Left,6'0,168lbs
199570,J. Sánchez,28,71,Guadalajara,€1.9M,€22K,Right,5'6,150lbs
205970,J. Wallace,24,71,Millwall,€3M,€9K,Right,5'10,154lbs
207762,Jota,25,71,CD Nacional,€3M,€8K,Right,5'7,154lbs
224146,Jesús Imaz,27,71,Wisła Kraków,€2.5M,€6K,Right,5'9,154lbs
189586,Dani Hernández,32,71,CD Tenerife,€1.4M,€5K,Right,6'5,196lbs
238227,K. Diatta,19,71,Club Brugge KV,€4.4M,€7K,Right,5'9,150lbs
193683,X. Chavalerin,27,71,Stade de Reims,€2.2M,€11K,Left,5'10,152lbs
199060,G. Tzavellas,30,71,Alanyaspor,€1.8M,€9K,Left,6'0,190lbs
201876,O. Omoijuanfo,24,71,Stabæk Fotball,€3.4M,€3K,Right,6'2,165lbs
211348,S. Dimitrievski,24,71,Rayo Vallecano,€2.4M,€4K,Right,6'2,179lbs
230292,Eltildo Bessa,34,71,Paraná,€1.2M,€15K,Left,5'5,137lbs
193172,B. Marshall,27,71,Norwich City,€2.5M,€18K,Right,5'11,183lbs
194964,N. Mendez-Laing,26,71,Cardiff City,€2.8M,€30K,Right,5'11,165lbs
202646,Álex Martínez,27,71,Granada CF,€2M,€6K,Left,5'9,148lbs
208790,Z. Bakkali,22,71,RSC Anderlecht,€3.2M,€11K,Right,5'6,154lbs
162198,G. Gimbert,32,71,AC Ajaccio,€1.9M,€6K,Right,6'0,176lbs
229782,M. Gajić,22,71,FC Girondins de Bordeaux,€2.6M,€19K,Right,5'10,165lbs
176790,S. Aigner,30,71,KFC Uerdingen 05,€2.2M,€6K,Right,6'0,161lbs
229271,P. Köpke,22,71,Hertha BSC,€3.5M,€16K,Right,5'10,165lbs
192663,F. Klos,30,71,DSC Arminia Bielefeld,€2.3M,€11K,Right,6'4,205lbs
201368,K. McLean,26,71,Norwich City,€2.8M,€18K,Left,6'0,154lbs
184472,M. Olsson,30,71,Swansea City,€1.7M,€17K,Left,5'10,179lbs
202905,C. Nyman,25,71,Eintracht Braunschweig,€3M,€5K,Right,6'1,181lbs
228761,O. Estupiñán,21,71,Vitória Guimarães,€3.6M,€6K,Left,6'0,163lbs
198810,B. Wright,25,71,Bristol City,€2.5M,€23K,Right,6'0,174lbs
220570,J. Bednarek,22,71,Southampton,€3.2M,€22K,Right,6'2,170lbs
184218,L. Vibe,31,71,Changchun Yatai FC,€2.1M,€9K,Right,5'11,161lbs
192922,O. Jiménez,29,71,Club América,€1.6M,€27K,Right,6'0,176lbs
201883,Alejandro Rodríguez,26,71,Empoli,€2.6M,€12K,Right,6'0,176lbs
180635,T. Elphick,30,71,Hull City,€1.8M,€12K,Right,6'2,187lbs
205212,David Ferreiro,30,71,SD Huesca,€2.2M,€15K,Right,5'7,139lbs
137373,M. Gobbi,37,71,Parma,€270K,€16K,Left,6'0,168lbs
212381,R. Insigne,24,71,Benevento,€3.1M,€31K,Left,5'8,143lbs
220061,N. Gyömbér,25,71,Perugia,€2.5M,€3K,Right,6'2,163lbs
236189,Túlio Sandoiro,34,71,América FC (Minas Gerais),€1.2M,€12K,Right,6'1,181lbs
176029,Hélder Barbosa,31,71,Akhisar Belediyespor,€2.1M,€13K,Left,5'8,148lbs
179613,B. Sako,30,71,West Bromwich Albion,€2.2M,€21K,Left,6'0,198lbs
51101,M. Domizzi,38,71,Venezia FC,€325K,€3K,Left,6'1,176lbs
183453,P. Oniangué,29,71,Stade Malherbe Caen,€1.8M,€14K,Right,6'3,172lbs
212382,P. Onuachu,24,71,FC Midtjylland,€3.4M,€14K,Right,6'7,185lbs
52126,F. Balmont,38,71,Dijon FCO,€750K,€7K,Right,5'6,159lbs
184990,Antoñito,30,71,Real Valladolid CF,€1.7M,€12K,Right,5'9,141lbs
194718,A. Baby,29,71,Royal Antwerp FC,€2.3M,€9K,Left,6'0,176lbs
215455,B. Petković,23,71,Dinamo Zagreb,€3.2M,€1K,Right,6'4,194lbs
193695,Nélson Lenho,34,71,CD Aves,€675K,€8K,Left,5'10,157lbs
214944,Gumbau,23,71,CD Leganés,€2.8M,€14K,Left,6'2,170lbs
220064,C. Aboagye,23,71,Club Atlas,€3.2M,€12K,Right,5'4,121lbs
223136,Y. Erdoğan,25,71,Bursaspor,€2.8M,€11K,Left,5'7,150lbs
164256,Paulinho,32,71,US Cremonese,€1.9M,€3K,Right,5'9,159lbs
216481,J. Cooper,23,71,Millwall,€2.6M,€8K,Left,6'4,187lbs
193185,S. Malone,27,71,Derby County,€2.2M,€24K,Left,6'2,165lbs
212130,M. Maloča,29,71,SpVgg Greuther Fürth,€1.8M,€7K,Right,6'3,183lbs
182178,G. Berardi,29,71,Leeds United,€1.8M,€25K,Right,5'10,159lbs
201379,Samu García,28,71,Levante UD,€2.4M,€15K,Right,5'10,161lbs
177571,T. Derijck,31,71,KAA Gent,€1.6M,€12K,Right,6'1,179lbs
202148,A. Khalili,26,71,Kasimpaşa SK,€2.9M,€10K,Right,6'0,170lbs
140196,Y. Endo,38,71,Gamba Osaka,€325K,€6K,Right,5'10,165lbs
202149,E. Kaçe,24,71,Panathinaikos FC,€3M,€1K,Right,5'7,137lbs
220837,D. Machado,24,71,Atlético Nacional,€2.6M,€11K,Left,5'8,137lbs
240037,S. Plavšić,22,71,Sparta Praha,€3.2M,€1K,Left,5'5,132lbs
205990,H. Reed,23,71,Blackburn Rovers,€2.8M,€22K,Right,5'9,159lbs
219814,S. Klaiber,23,71,FC Utrecht,€2.5M,€9K,Right,6'0,168lbs
224422,J. Boga,21,71,Sassuolo,€3.8M,€21K,Right,5'9,159lbs
194727,D. Contento,28,71,Fortuna Düsseldorf,€1.9M,€18K,Left,5'10,165lbs
102056,S. Padoin,34,71,Cagliari,€675K,€18K,Right,5'10,161lbs
203177,D. Foulquier,25,71,Getafe CF,€2.6M,€27K,Right,6'0,172lbs
199594,Paco Montañés,31,71,CD Tenerife,€2.1M,€7K,Right,5'8,161lbs
206506,T. Dingomé,27,71,Stade de Reims,€2.2M,€11K,Left,5'9,152lbs
211626,D. Kądzior,26,71,Dinamo Zagreb,€2.8M,€1K,Left,5'9,163lbs
223402,E. Taşdemir,22,71,Bursaspor,€2.8M,€9K,Left,5'9,154lbs
190122,P. Coutts,29,71,Sheffield United,€2.3M,€10K,Right,6'0,165lbs
193706,D. Dumić,26,71,SG Dynamo Dresden,€2.5M,€11K,Right,6'4,187lbs
194730,Juan Carlos,30,71,CD Lugo,€1.5M,€5K,Right,6'2,181lbs
187051,S. Privat,28,71,Valenciennes FC,€2.4M,€6K,Right,6'2,194lbs
231340,G. Montiel,21,71,River Plate,€3.2M,€9K,Right,5'9,154lbs
228782,João Gamboa,21,71,Clube Sport Marítimo,€3M,€5K,Right,6'2,176lbs
229294,A. Zhirov,27,71,SV Sandhausen,€2.4M,€5K,Left,6'4,194lbs
203439,M. Tosetti,26,71,FC Thun,€2.8M,€10K,Right,5'9,150lbs
230319,André Milazisco,34,71,Atlético Paranaense,€950K,€7K,Left,6'2,187lbs
201136,M. Colin,26,71,Birmingham City,€2.3M,€17K,Right,5'11,168lbs
200113,F. Jozefzoon,27,71,Derby County,€2.5M,€29K,Right,5'9,159lbs
164529,D. Moor,34,71,Toronto FC,€725K,€5K,Right,6'0,165lbs
124337,A. Turan,34,71,Atiker Konyaspor,€725K,€11K,Right,6'1,179lbs
193201,O. Bayram,26,71,Galatasaray SK,€2.3M,€29K,Left,5'8,161lbs
142258,S. Bossut,32,71,SV Zulte-Waregem,€1.4M,€8K,Right,6'2,174lbs
211378,J. Irvine,25,71,Hull City,€3.1M,€17K,Right,6'2,154lbs
213938,D. Biraschi,23,71,Genoa,€2.8M,€9K,Right,6'0,159lbs
223922,A. Bouchalakis,25,71,Olympiacos CFP,€2.8M,€1K,Left,6'2,185lbs
211891,A. Voglsammer,26,71,DSC Arminia Bielefeld,€2.9M,€11K,Right,5'10,179lbs
221875,Son Jun Ho,26,71,Jeonbuk Hyundai Motors,€2.9M,€8K,Right,5'10,137lbs
197300,A. El Said,32,71,Al Ahli,€1.8M,€23K,Right,5'9,165lbs
208052,A. Yiadom,26,71,Reading,€2.3M,€20K,Right,5'11,165lbs
199861,W. Sobota,31,71,FC St. Pauli,€2.1M,€12K,Right,5'9,139lbs
204213,I. Latovlevici,32,71,Bursaspor,€1.3M,€11K,Left,5'9,163lbs
159157,B. Leal,36,71,San Luis de Quillota,€750K,€2K,Right,5'8,141lbs
188597,E. Zelazny,26,71,Stade Malherbe Caen,€2.1M,€11K,Left,6'1,176lbs
210358,A. Brignoli,26,71,Palermo,€2M,€2K,Left,6'2,163lbs
225206,K. Narey,23,71,Hamburger SV,€3M,€9K,Right,5'11,165lbs
166838,M. Pugh,31,71,Bournemouth,€2.1M,€35K,Right,5'11,159lbs
237238,S. McTominay,21,71,Manchester United,€3.8M,€43K,Right,6'4,194lbs
220087,Fabrício Baiano,26,71,Clube Sport Marítimo,€2.5M,€7K,Right,5'10,165lbs
186551,F. Navarro,29,71,Club León,€1.8M,€18K,Right,5'5,137lbs
230072,R. Bajić,24,71,Medipol Başakşehir FK,€3.2M,€16K,Left,6'2,176lbs
201145,M. Le Bihan,28,71,OGC Nice,€2.4M,€22K,Right,6'0,176lbs
212409,A. Rentería,25,71,Cruz Azul,€3.1M,€8K,Right,5'10,174lbs
223929,A. Leya Iseka,20,71,Toulouse Football Club,€3.4M,€15K,Right,6'0,181lbs
224953,André Moreira,22,71,Aston Villa,€2.8M,€17K,Right,6'4,185lbs
180409,C. Gülselam,30,71,Alanyaspor,€1.8M,€9K,Right,6'4,194lbs
186553,M. Rodríguez,32,71,Universidad de Chile,€1.3M,€8K,Right,5'10,165lbs
189369,G. Litteri,30,71,Venezia FC,€2.3M,€4K,Right,6'1,181lbs
220090,Raphael Rossi,27,71,FC Sion,€2.2M,€18K,Right,6'2,185lbs
224442,B. Kamara,21,71,RC Strasbourg Alsace,€2.4M,€6K,Right,6'4,185lbs
233147,R. Oshima,25,71,Kawasaki Frontale,€2.4M,€6K,Right,5'6,141lbs
172475,L. Bruins,31,71,Excelsior,€2.1M,€5K,Right,5'11,165lbs
202940,N. Kebano,26,71,Fulham,€2.8M,€35K,Right,5'7,143lbs
230332,Wiliam Santinho,34,71,Fluminense,€950K,€13K,Right,6'5,201lbs
207805,L. Sadiku,26,71,Kasimpaşa SK,€2.4M,€9K,Right,6'1,154lbs
224189,Y. Barbet,25,71,Brentford,€2.4M,€23K,Left,6'2,179lbs
170941,Javi Moyano,32,71,Real Valladolid CF,€1.3M,€12K,Right,5'11,161lbs
188094,J. McLaughlin,29,71,Sunderland,€1.8M,€8K,Right,6'2,183lbs
198079,M. Büchel,27,71,Empoli,€2.4M,€10K,Left,5'9,157lbs
198335,B. Oviedo,28,71,Sunderland,€1.9M,€9K,Left,5'8,154lbs
213439,J. Osorio,26,71,Toronto FC,€2.9M,€6K,Right,5'9,161lbs
230335,Wagner Orsinho,30,71,Fluminense,€1.7M,€16K,Left,5'9,152lbs
231360,J. Elías,22,71,Godoy Cruz,€2.8M,€8K,Right,5'11,152lbs
166080,Evandro,31,71,Hull City,€2.1M,€18K,Right,5'10,159lbs
241856,Manu Morlanes,19,71,Villarreal CF,€4.1M,€9K,Right,5'10,165lbs
188352,K. Großkreutz,29,71,KFC Uerdingen 05,€1.8M,€6K,Right,6'1,170lbs
158657,T. Kessler,32,71,1. FC Köln,€1.4M,€10K,Right,6'6,203lbs
182209,M. Beevers,28,71,Bolton Wanderers,€1.9M,€8K,Left,6'4,176lbs
137410,D. Gastaldello,35,71,Brescia,€550K,€2K,Right,6'1,170lbs
211394,P. Faragò,25,71,Cagliari,€2.9M,€18K,Right,6'2,176lbs
221378,C. Ramírez,30,71,Rionegro Águilas,€1.8M,€2K,Left,6'0,179lbs
226754,I. Bennacer,20,71,Empoli,€4M,€7K,Left,5'8,141lbs
190658,O. Coulibaly,28,71,Panathinaikos FC,€1.9M,€1K,Right,6'0,165lbs
220355,Alex Alegría,25,71,Rayo Vallecano,€3M,€15K,Right,6'2,181lbs
233411,C. Adjapong,20,71,Sassuolo,€3.8M,€21K,Right,5'11,163lbs
110019,Dorado,35,71,Rayo Vallecano,€550K,€8K,Left,5'11,154lbs
138436,J. Walters,34,71,Ipswich Town,€1.2M,€33K,Right,6'0,174lbs
228804,A. De Sart,21,71,Sint-Truidense VV,€3.3M,€6K,Right,5'11,148lbs
230340,Luisinho Conradi,30,71,Atlético Mineiro,€1.7M,€19K,Left,5'9,172lbs
235717,B. Özcan,20,71,VfB Stuttgart,€3.4M,€15K,Right,5'11,174lbs
206534,P. Bamford,24,71,Leeds United,€3.2M,€25K,Left,6'1,157lbs
213446,R. López,25,71,Pachuca,€2.6M,€16K,Right,6'1,163lbs
220358,F. Monteseirín,23,71,Club Atlético Lanús,€2.8M,€9K,Right,6'0,181lbs
229574,A. Calabresi,22,71,Bologna,€3M,€15K,Right,6'1,165lbs
236998,J. Léa Siliki,22,71,Stade Rennais FC,€3.8M,€17K,Left,6'0,154lbs
217287,J. De Sart,23,71,KV Kortrijk,€2.7M,€8K,Right,6'1,161lbs
224967,M. Sylla,24,71,SV Zulte-Waregem,€3.1M,€13K,Right,5'9,165lbs
205256,K. Boli,27,71,Guizhou Hengfeng FC,€2.4M,€9K,Right,6'0,168lbs
221896,D. Avdijaj,21,71,Willem II,€3.4M,€6K,Right,5'8,154lbs
164041,Nauzet,33,71,UD Las Palmas,€1.2M,€6K,Right,6'3,192lbs
187337,G. Molins,29,71,Malmö FF,€2.4M,€6K,Right,6'1,183lbs
200138,M. Hector,25,71,Sheffield Wednesday,€2.5M,€16K,Right,6'4,181lbs
207562,S. Andersson,26,71,1. FC Union Berlin,€2.8M,€21K,Right,6'3,187lbs
142794,F. Erpen,35,71,San Martín de San Juan,€550K,€7K,Right,5'11,172lbs
214986,F. Meza,28,71,Colo-Colo,€2.2M,€6K,Right,5'9,163lbs
227530,D. Lemos,29,71,Patronato,€1.8M,€10K,Right,5'10,181lbs
168650,Z. Kuzmanović,30,71,FC Basel 1893,€2.2M,€17K,Right,6'1,176lbs
243402,Lisandro Semedo,22,71,Fortuna Sittard,€3.2M,€6K,Right,5'9,163lbs
222411,J. Prior,22,71,FC Girondins de Bordeaux,€2.4M,€15K,Right,6'2,190lbs
224459,V. Salazar,25,71,San Lorenzo de Almagro,€2.6M,€11K,Right,5'9,148lbs
188107,A. Diomande,28,71,Los Angeles FC,€2.4M,€7K,Right,5'11,179lbs
212428,A. Niane,25,71,Sporting de Charleroi,€2.9M,€10K,Right,6'0,154lbs
242380,Stephen Eustáquio,21,71,GD Chaves,€3.8M,€5K,Right,5'10,150lbs
224461,W. Montoya,24,71,Cruz Azul,€3M,€14K,Right,5'9,161lbs
183245,Kadu,31,71,Göztepe SK,€1.6M,€14K,Right,6'2,176lbs
198350,D. Bentley,24,71,Brentford,€2.3M,€16K,Right,6'2,159lbs
215502,B. Drągowski,20,71,Fiorentina,€3.2M,€15K,Right,6'2,163lbs
229582,G. Mancini,22,71,Atalanta,€3.2M,€13K,Right,6'3,170lbs
173518,T. Clarke,30,71,Preston North End,€1.8M,€9K,Right,5'11,170lbs
139727,F. Boeckx,31,71,RSC Anderlecht,€1.4M,€10K,Right,5'11,176lbs
205008,Adryan,23,71,FC Sion,€3.2M,€17K,Right,5'9,154lbs
211920,M. Grüttner,32,71, SSV Jahn Regensburg,€1.9M,€9K,Right,6'1,185lbs
212944,J. Cevallos,23,71,Sporting Lokeren,€3.2M,€9K,Right,6'1,168lbs
220624,L. Acosta,23,71,Belgrano de Córdoba,€2.6M,€6K,Right,6'2,185lbs
236496,M. Guendouzi,19,71,Arsenal,€4M,€20K,Right,6'1,150lbs
238033,F. Nita,30,71,Sparta Praha,€1.5M,€1K,Right,6'0,161lbs
177105,P. Ebert,31,71,SG Dynamo Dresden,€2.1M,€13K,Right,5'9,172lbs
140498,D. Marshall,33,71,Hull City,€1.2M,€13K,Right,6'3,183lbs
210386,K. Peterson,23,71,Heracles Almelo,€3.2M,€6K,Right,6'1,174lbs
236498,S. Lammers,21,71,SC Heerenveen,€3.7M,€8K,Left,6'2,170lbs
186578,A. King,29,71,Leicester City,€2.3M,€38K,Right,6'0,174lbs
216275,P. Mwene,24,71,1. FSV Mainz 05,€2.8M,€13K,Right,5'8,150lbs
226515,Andrei Girotto,26,71,FC Nantes,€2.4M,€15K,Right,6'1,174lbs
167379,Danilo Silva,31,71,Los Angeles FC,€1.6M,€15K,Right,6'1,154lbs
225236,B. Kuscevic,22,71,Universidad Católica,€3.3M,€6K,Right,6'1,176lbs
232148,D. Sallói,21,71,Sporting Kansas City,€3.7M,€5K,Right,6'1,150lbs
169941,Ukra,30,71,Santa Clara,€2.2M,€5K,Right,5'9,163lbs
213718,B. Acosta,31,71,SK Brann,€1.6M,€4K,Right,6'0,203lbs
230358,Tramontinaldo,34,71,Atlético Paranaense,€675K,€9K,Right,5'9,157lbs
234966,S. Hernández,31,71,Junior FC,€2.1M,€3K,Right,5'10,163lbs
199895,L. Lacroix,26,71,Hamburger SV,€2.6M,€17K,Right,6'6,203lbs
217047,A. Godoy,28,71,San Jose Earthquakes,€2.4M,€6K,Left,6'0,165lbs
186839,N. McGinn,30,71,Aberdeen,€2.2M,€6K,Right,5'10,161lbs
211672,T. Boyd,23,71,Vitória Guimarães,€3.2M,€6K,Right,5'11,146lbs
153048,M. Eikrem,27,71,Molde FK,€2.4M,€6K,Right,6'0,152lbs
221912,Kang Hyeon Mu,23,71,Pohang Steelers,€2.2M,€4K,Right,6'1,172lbs
231128,H. Toledo,22,71,Argentinos Juniors,€3.2M,€9K,Right,5'10,159lbs
169432,M. Lacen,34,71,Málaga CF,€725K,€7K,Left,5'9,163lbs
190424,E. Adu,27,71,AIK,€2.4M,€7K,Right,5'10,148lbs
205529,L. Antei,26,71,Benevento,€2.5M,€4K,Right,6'2,170lbs
198874,Adriano,30,71,Jeonbuk Hyundai Motors,€2.3M,€9K,Right,5'7,141lbs
202458,N. Foor,26,71,Vitesse,€2.8M,€10K,Left,5'8,146lbs
234458,C. Quintana,30,71,Club Atlético Talleres,€1.8M,€10K,Left,6'3,185lbs
235226,Ângelo Neto,26,71,Moreirense FC,€2.5M,€5K,Right,5'11,165lbs
199131,A. Tinnerholm,27,71,New York City FC,€2.2M,€5K,Right,5'9,165lbs
205531,V. Verre,24,71,Perugia,€3.1M,€18K,Right,5'11,154lbs
224987,I. Provedel,24,71,Empoli,€2.4M,€6K,Right,6'4,185lbs
229084,R. Herrera,29,71,Pachuca,€1.8M,€18K,Right,6'2,183lbs
163804,J. Féret,35,71,AJ Auxerre,€1M,€4K,Right,6'2,168lbs
234716,J. Attamah,24,71,Medipol Başakşehir FK,€2.5M,€12K,Right,5'11,176lbs
239580,Bremer,21,71,Torino,€3.2M,€16K,Right,6'0,176lbs
145117,Dorca,35,71,AD Alcorcón,€550K,€5K,Left,6'0,170lbs
158685,Defendi,32,71,CD Aves,€1.4M,€8K,Left,6'3,183lbs
227293,Jonas,26,71,Al Ittihad,€2.3M,€21K,Right,6'1,181lbs
176605,P. Armero,31,71,América de Cali,€1.6M,€2K,Left,5'9,161lbs
201438,H. Van Der Bruggen,25,71,KV Kortrijk,€2.9M,€9K,Right,5'11,163lbs
212446,L. Garritano,24,71,Cosenza,€3.2M,€11K,Right,5'8,148lbs
225502,K. Balanta,21,71,Deportivo Cali,€3.8M,€2K,Right,5'10,161lbs
230366,Silvosinho,34,71,Santos,€675K,€11K,Right,5'10,161lbs
230367,Tony Muttinho,34,71,Paraná,€675K,€13K,Right,6'0,176lbs
202208,D. Petratos,25,71,Newcastle Jets,€3M,€4K,Right,5'9,159lbs
188128,Manu Barreiro,31,71,Gimnàstic de Tarragona,€2.1M,€7K,Right,6'3,179lbs
189920,R. Köse,30,71,Kasimpaşa SK,€1.5M,€7K,Right,6'4,196lbs
190432,Oier,32,71,CA Osasuna,€1.4M,€7K,Right,5'10,159lbs
16097,N. Rimando,39,71,Real Salt Lake,€160K,€3K,Right,5'10,183lbs
219617,J. Arzura,25,71,UD Almería,€2.6M,€12K,Right,5'9,157lbs
226273,S. Davis,25,71,New York Red Bulls,€3.1M,€6K,Right,6'0,165lbs
238305,Nacho Vidal,23,71,CA Osasuna,€2.8M,€6K,Right,5'11,161lbs
179681,M. Samudio,31,71,Querétaro,€1.6M,€7K,Left,5'8,163lbs
188385,M. Martin,30,71,Stade de Reims,€2.2M,€12K,Right,5'7,150lbs
142818,F. Cubero,39,71,Vélez Sarsfield,€160K,€6K,Right,5'9,159lbs
204771,R. Baca,28,71,Cruz Azul,€2.4M,€17K,Right,5'7,143lbs
197860,Ivo Pinto,28,71,Norwich City,€1.9M,€17K,Right,6'0,154lbs
210404,S. Doukara,26,71,Antalyaspor,€2.8M,€13K,Right,6'1,187lbs
234980,Y. Shakhov,27,71,PAOK,€2.5M,€1K,Right,6'2,181lbs
124388,O. Çek,27,71,Kasimpaşa SK,€2.2M,€9K,Left,5'8,154lbs
227813,O. Zinchenko,21,71,Manchester City,€3.3M,€38K,Left,5'9,141lbs
238053,S. Limbombe,27,71,KAA Gent,€2.5M,€15K,Right,5'6,163lbs
239845,K. Galanopoulos,20,71,AEK Athens,€4.1M,€1K,Right,5'8,159lbs
175589,Feng Xiaoting,32,71,Guangzhou Evergrande Taobao FC,€1.4M,€11K,Right,6'2,172lbs
244709,M. Jevtovic,24,71,Atiker Konyaspor,€2.7M,€9K,Right,6'4,181lbs
198630,Arroyo,29,71,Albacete BP,€1.8M,€6K,Right,5'11,168lbs
212710,Joel Pereira,22,71,Vitória de Setúbal,€3.2M,€35K,Right,6'2,154lbs
226278,Xavier,25,71,CD Tondela,€2.8M,€4K,Left,5'9,146lbs
228838,E. Remedi,23,71,Atlanta United,€3M,€5K,Right,5'7,159lbs
187878,L. Mareček,28,71,Sporting Lokeren,€2.4M,€10K,Right,6'0,174lbs
204519,C. Martina,28,71,Stoke City,€1.9M,€46K,Right,6'1,170lbs
237799,K. Sugimoto,25,71,Cerezo Osaka,€3M,€6K,Right,6'2,174lbs
181479,A. Wilkinson,33,71,Sydney FC,€950K,€6K,Right,6'2,187lbs
184807,Mano,31,71,Vitória de Setúbal,€1.6M,€4K,Right,5'7,148lbs
200424,B. Rienstra,28,71,SC Heerenveen,€2.4M,€7K,Right,6'0,148lbs
236264,P. Aquino,23,71,Club León,€2.7M,€14K,Right,5'9,154lbs
178152,R. Faty,31,71,MKE Ankaragücü,€1.6M,€13K,Right,6'4,181lbs
200425,M. te Wierik,26,71,FC Groningen,€2.5M,€6K,Right,6'3,161lbs
137449,J. Callsen-Bracker,33,71,FC Augsburg,€950K,€14K,Right,6'2,185lbs
191209,J. Isijara,28,71,Santos Laguna,€2.4M,€14K,Right,5'11,168lbs
214506,R. Torres,32,71,Seattle Sounders FC,€1.4M,€5K,Right,6'2,194lbs
224490,M. Çelik,21,71,LOSC Lille,€3.7M,€12K,Right,5'11,172lbs
163050,B. Sharp,32,71,Sheffield United,€1.9M,€10K,Right,5'9,154lbs
232938,T. Tomiyasu,19,71,Sint-Truidense VV,€3.5M,€3K,Right,6'2,185lbs
198379,G. Thorne,25,71,Derby County,€2.6M,€23K,Right,6'2,185lbs
200683,O. Rashid,26,71,Santa Clara,€2.9M,€4K,Right,5'9,148lbs
210923,M. Al Owais,26,71,Al Ahli,€2M,€17K,Left,6'2,174lbs
212715,S. Palacios,26,71,Pachuca,€2.8M,€18K,Right,5'7,152lbs
235499,D. Benlamri,28,71,Al Shabab,€1.9M,€20K,Right,6'1,183lbs
237548,O. Haddadi,26,71,Dijon FCO,€2.4M,€9K,Left,6'0,187lbs
244204,N. Katić,21,71,Rangers FC,€3.8M,€20K,Right,6'4,176lbs
201965,S. Thern,25,71,IFK Norrköping,€2.9M,€5K,Right,5'11,168lbs
206317,N. Bitton,26,71,Celtic,€2.3M,€28K,Right,6'4,185lbs
201966,A. Søderlund,30,71,Rosenborg BK,€2.3M,€6K,Right,6'2,190lbs
210926,A. Ateef,25,71,Al Hilal,€2.5M,€20K,Right,5'9,139lbs
216302,E. García,28,71,Pachuca,€1.9M,€18K,Right,5'7,146lbs
238830,Alexandre Guedes,24,71,Vitória Guimarães,€3.2M,€7K,Right,6'1,170lbs
134895,R. Hilbert,33,71,SpVgg Greuther Fürth,€900K,€7K,Right,6'0,176lbs
205551,Álvaro Lemos,25,71,UD Las Palmas,€2.4M,€7K,Right,5'9,168lbs
216815,Flávio,24,71,CD Feirense,€2.7M,€6K,Right,6'3,190lbs
230383,Pombaxinho,34,71,Vitória,€725K,€8K,Right,6'3,198lbs
192495,R. Sawyers,26,71,Brentford,€2.8M,€26K,Right,6'1,148lbs
199152,D. Lekić,33,71,Cádiz CF,€1.5M,€8K,Right,6'4,194lbs
163056,N. Champagne,33,71,Real Oviedo,€1.2M,€6K,Right,6'3,181lbs
189680,Fábio,27,71,FC Nantes,€2M,€15K,Right,5'8,143lbs
199409,Deivid,29,71,UD Las Palmas,€1.8M,€7K,Right,6'2,165lbs
172529,B. Hämäläinen,29,71,SG Dynamo Dresden,€1.8M,€13K,Left,5'10,176lbs
198386,S. Dubarbier,32,71,Deportivo de La Coruña,€1.3M,€7K,Left,5'10,170lbs
200434,L. Cavanda,27,71,Standard de Liège,€2M,€10K,Right,5'11,168lbs
208114,Patrick,27,71,Santa Clara,€2.2M,€4K,Right,5'8,168lbs
212466,C. Cisneros,24,71,Guadalajara,€3M,€20K,Right,5'9,163lbs
220659,J. Brownhill,22,71,Bristol City,€3.4M,€23K,Right,5'10,152lbs
230387,Heitinho Zanon,34,71,Bahia,€725K,€8K,Left,6'2,174lbs
237555,J. Bolingi,24,71,Royal Antwerp FC,€3.2M,€8K,Right,6'2,154lbs
204276,T. Hemed,31,71,Queens Park Rangers,€2.1M,€30K,Right,6'1,176lbs
205556,L. Krajnc,23,71,Frosinone,€2.6M,€9K,Left,6'2,190lbs
205812,P. Terracciano,28,71,Empoli,€1.9M,€8K,Right,6'4,172lbs
